,ID,hatzvara_quality,in_building_quality,staying,Identification,profession,number_of_buildings,geo_buildings,geo_buildings_new,geo_buildings_assessment_summary
476,TZ476,low,medium,3_to_6,סולומון,הייטק,2,"['POLYGON ((34.7518102 32.0421953, 34.7521085 32.0421161, 34.7520651 32.0419987, 34.7517668 32.0420779, 34.7518102 32.0421953))', 'POLYGON ((34.7518572 32.0458666, 34.751907 32.0461223, 34.7520287 32.0461052, 34.7519788 32.0458496, 34.7518572 32.0458666))']","[['POLYGON ((34.7518102 32.0421953, 34.7521085 32.0421161, 34.7520651 32.0419987, 34.7517668 32.0420779, 34.7518102 32.0421953))', 'unknown'], ['POLYGON ((34.7518572 32.0458666, 34.751907 32.0461223, 34.7520287 32.0461052, 34.7519788 32.0458496, 34.7518572 32.0458666))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
477,TZ477,medium,low,1_to_3,לוי,עובד ציבור,3,"['POLYGON ((34.7520257 32.0470021, 34.7518509 32.0470261, 34.7518618 32.0470834, 34.7520366 32.0470594, 34.7520257 32.0470021))', 'POLYGON ((34.7518655 32.0470997, 34.7518727 32.0471348, 34.752035 32.0471109, 34.7520278 32.0470758, 34.7518655 32.0470997))', 'POLYGON ((34.7518655 32.0537211, 34.7518303 32.0536098, 34.7518248 32.0535053, 34.7519738 32.0534663, 34.7520862 32.0534077, 34.7520822 32.0535501, 34.7521066 32.0536408, 34.7518655 32.0537211))']","[['POLYGON ((34.7520257 32.0470021, 34.7518509 32.0470261, 34.7518618 32.0470834, 34.7520366 32.0470594, 34.7520257 32.0470021))', 'unknown'], ['POLYGON ((34.7518655 32.0470997, 34.7518727 32.0471348, 34.752035 32.0471109, 34.7520278 32.0470758, 34.7518655 32.0470997))', 'unknown'], ['POLYGON ((34.7518655 32.0537211, 34.7518303 32.0536098, 34.7518248 32.0535053, 34.7519738 32.0534663, 34.7520862 32.0534077, 34.7520822 32.0535501, 34.7521066 32.0536408, 34.7518655 32.0537211))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
478,TZ478,high,low,3_to_6,כהן,מלצר,1,"['POLYGON ((34.7518775 32.0422055, 34.7518999 32.0422942, 34.752058 32.0422655, 34.7520356 32.0421768, 34.7518775 32.0422055))']","[['POLYGON ((34.7518775 32.0422055, 34.7518999 32.0422942, 34.752058 32.0422655, 34.7520356 32.0421768, 34.7518775 32.0422055))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
479,TZ479,low,high,1_to_3,לוי,רופא,3,"['POLYGON ((34.7520564 32.0368696, 34.7520603 32.0367586, 34.7518831 32.0367542, 34.7518793 32.0368652, 34.7520564 32.0368696))', 'POLYGON ((34.7518597 32.0489392, 34.7517179 32.0485546, 34.7519183 32.0485363, 34.7519184 32.0485678, 34.7518578 32.0485838, 34.7518743 32.0486284, 34.7521329 32.0485599, 34.7522407 32.0488522, 34.7521172 32.0488849, 34.752067 32.0487488, 34.7519372 32.0487831, 34.7519827 32.0489066, 34.7518597 32.0489392))', 'POLYGON ((34.7518215 32.0377942, 34.7521332 32.0378178, 34.752121 32.0379345, 34.7518092 32.037911, 34.7518215 32.0377942))']","[['POLYGON ((34.7520564 32.0368696, 34.7520603 32.0367586, 34.7518831 32.0367542, 34.7518793 32.0368652, 34.7520564 32.0368696))', 'unknown'], ['POLYGON ((34.7518597 32.0489392, 34.7517179 32.0485546, 34.7519183 32.0485363, 34.7519184 32.0485678, 34.7518578 32.0485838, 34.7518743 32.0486284, 34.7521329 32.0485599, 34.7522407 32.0488522, 34.7521172 32.0488849, 34.752067 32.0487488, 34.7519372 32.0487831, 34.7519827 32.0489066, 34.7518597 32.0489392))', 'unknown'], ['POLYGON ((34.7518215 32.0377942, 34.7521332 32.0378178, 34.752121 32.0379345, 34.7518092 32.037911, 34.7518215 32.0377942))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
480,TZ480,medium,low,10+,לוי,נגר,1,"['POLYGON ((34.7516782 32.0319994, 34.7522598 32.031927, 34.7522766 32.0320241, 34.751695 32.0320965, 34.7516782 32.0319994))']","[['POLYGON ((34.7516782 32.0319994, 34.7522598 32.031927, 34.7522766 32.0320241, 34.751695 32.0320965, 34.7516782 32.0319994))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
481,TZ481,high,medium,1_to_3,אבוטבול,נגר,2,"['POLYGON ((34.7521116 32.0409281, 34.7520271 32.040689, 34.7518471 32.0407346, 34.7519315 32.0409738, 34.7521116 32.0409281))', 'POLYGON ((34.7519743 32.040166, 34.7520665 32.0401384, 34.7520238 32.0400361, 34.7519316 32.0400637, 34.7519743 32.040166))']","[['POLYGON ((34.7521116 32.0409281, 34.7520271 32.040689, 34.7518471 32.0407346, 34.7519315 32.0409738, 34.7521116 32.0409281))', 'unknown'], ['POLYGON ((34.7519743 32.040166, 34.7520665 32.0401384, 34.7520238 32.0400361, 34.7519316 32.0400637, 34.7519743 32.040166))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
482,TZ482,high,medium,3_to_6,גרדה,עובד ציבור,1,"['POLYGON ((34.7519422 32.0451327, 34.751966 32.0452077, 34.7520615 32.0451859, 34.7520378 32.0451109, 34.7519422 32.0451327))']","[['POLYGON ((34.7519422 32.0451327, 34.751966 32.0452077, 34.7520615 32.0451859, 34.7520378 32.0451109, 34.7519422 32.0451327))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
483,TZ483,medium,low,1_to_3,סולומון,נהג,2,"['POLYGON ((34.7518438 32.0468684, 34.7518272 32.0466658, 34.752148 32.0466469, 34.7521704 32.0469214, 34.7520062 32.0469311, 34.7520003 32.0468592, 34.7518438 32.0468684))', 'POLYGON ((34.7520941 32.0448131, 34.7520617 32.0447101, 34.7519285 32.0447402, 34.7519609 32.0448432, 34.7520941 32.0448131))']","[['POLYGON ((34.7518438 32.0468684, 34.7518272 32.0466658, 34.752148 32.0466469, 34.7521704 32.0469214, 34.7520062 32.0469311, 34.7520003 32.0468592, 34.7518438 32.0468684))', 'unknown'], ['POLYGON ((34.7520941 32.0448131, 34.7520617 32.0447101, 34.7519285 32.0447402, 34.7519609 32.0448432, 34.7520941 32.0448131))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
484,TZ484,low,medium,0_to_1,מימון,הייטק,2,"['POLYGON ((34.7519558 32.0424668, 34.7521134 32.0424312, 34.7520742 32.0423065, 34.7519167 32.0423421, 34.7519558 32.0424668))', 'POLYGON ((34.7523343 32.0322881, 34.7523164 32.0321935, 34.7516988 32.0322774, 34.7517167 32.032372, 34.7523343 32.0322881))']","[['POLYGON ((34.7519558 32.0424668, 34.7521134 32.0424312, 34.7520742 32.0423065, 34.7519167 32.0423421, 34.7519558 32.0424668))', 'unknown'], ['POLYGON ((34.7523343 32.0322881, 34.7523164 32.0321935, 34.7516988 32.0322774, 34.7517167 32.032372, 34.7523343 32.0322881))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
485,TZ485,medium,medium,0_to_1,גרדה,עובד ציבור,2,"['POLYGON ((34.7519433 32.033409, 34.751908 32.0332436, 34.752099 32.0332143, 34.7521343 32.0333798, 34.7519433 32.033409))', 'POLYGON ((34.7521411 32.0448647, 34.7518606 32.0449286, 34.7519149 32.0451, 34.7521954 32.0450361, 34.7521411 32.0448647))']","[['POLYGON ((34.7519433 32.033409, 34.751908 32.0332436, 34.752099 32.0332143, 34.7521343 32.0333798, 34.7519433 32.033409))', 'unknown'], ['POLYGON ((34.7521411 32.0448647, 34.7518606 32.0449286, 34.7519149 32.0451, 34.7521954 32.0450361, 34.7521411 32.0448647))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
486,TZ486,high,low,10+,כהן,חינוך,3,"['POLYGON ((34.7519531 32.0397178, 34.7520825 32.039692, 34.7521123 32.0397993, 34.7519829 32.0398251, 34.7519531 32.0397178))', 'POLYGON ((34.7519913 32.0534087, 34.7519702 32.053278, 34.7520918 32.0532788, 34.7521062 32.0533543, 34.7519913 32.0534087))', 'POLYGON ((34.7519757 32.0452267, 34.7520023 32.0453108, 34.7521024 32.045288, 34.7520757 32.045204, 34.7519757 32.0452267))']","[['POLYGON ((34.7519531 32.0397178, 34.7520825 32.039692, 34.7521123 32.0397993, 34.7519829 32.0398251, 34.7519531 32.0397178))', 'unknown'], ['POLYGON ((34.7519913 32.0534087, 34.7519702 32.053278, 34.7520918 32.0532788, 34.7521062 32.0533543, 34.7519913 32.0534087))', 'unknown'], ['POLYGON ((34.7519757 32.0452267, 34.7520023 32.0453108, 34.7521024 32.045288, 34.7520757 32.045204, 34.7519757 32.0452267))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
487,TZ487,high,high,1_to_3,לוי,הייטק,3,"['POLYGON ((34.7518037 32.0485059, 34.7520612 32.0484962, 34.7522371 32.048466, 34.7522067 32.048348, 34.7519011 32.0483879, 34.7519084 32.0484482, 34.7517985 32.0484562, 34.7518037 32.0485059))', 'POLYGON ((34.7522423 32.0547179, 34.7521715 32.0546219, 34.7518401 32.0548067, 34.7519081 32.0548884, 34.7522423 32.0547179))', 'POLYGON ((34.7519036 32.0492369, 34.7520946 32.0492005, 34.7522515 32.0493084, 34.7519628 32.0493799, 34.7519036 32.0492369))']","[['POLYGON ((34.7518037 32.0485059, 34.7520612 32.0484962, 34.7522371 32.048466, 34.7522067 32.048348, 34.7519011 32.0483879, 34.7519084 32.0484482, 34.7517985 32.0484562, 34.7518037 32.0485059))', 'unknown'], ['POLYGON ((34.7522423 32.0547179, 34.7521715 32.0546219, 34.7518401 32.0548067, 34.7519081 32.0548884, 34.7522423 32.0547179))', 'unknown'], ['POLYGON ((34.7519036 32.0492369, 34.7520946 32.0492005, 34.7522515 32.0493084, 34.7519628 32.0493799, 34.7519036 32.0492369))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
488,TZ488,low,low,6_t0_10,מימון,חינוך,2,"['POLYGON ((34.7519847 32.0388995, 34.752107 32.0388759, 34.7521359 32.0389836, 34.7520136 32.0390072, 34.7519847 32.0388995))', 'POLYGON ((34.7519449 32.0471419, 34.7519494 32.0472725, 34.7521892 32.0472667, 34.7521848 32.047136, 34.7519449 32.0471419))']","[['POLYGON ((34.7519847 32.0388995, 34.752107 32.0388759, 34.7521359 32.0389836, 34.7520136 32.0390072, 34.7519847 32.0388995))', 'unknown'], ['POLYGON ((34.7519449 32.0471419, 34.7519494 32.0472725, 34.7521892 32.0472667, 34.7521848 32.047136, 34.7519449 32.0471419))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
489,TZ489,medium,high,3_to_6,כהן,חינוך,1,"['POLYGON ((34.7520176 32.0453323, 34.7520475 32.0454268, 34.752139 32.045406, 34.7521091 32.0453115, 34.7520176 32.0453323))']","[['POLYGON ((34.7520176 32.0453323, 34.7520475 32.0454268, 34.752139 32.045406, 34.7521091 32.0453115, 34.7520176 32.0453323))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
490,TZ490,medium,high,0_to_1,אבוטבול,מלצר,1,"['POLYGON ((34.751946 32.0501227, 34.7519163 32.0499897, 34.7520851 32.0497324, 34.7522317 32.049745, 34.7522539 32.0499307, 34.7520984 32.0499282, 34.7520644 32.0499997, 34.7520836 32.0501001, 34.751946 32.0501227))']","[['POLYGON ((34.751946 32.0501227, 34.7519163 32.0499897, 34.7520851 32.0497324, 34.7522317 32.049745, 34.7522539 32.0499307, 34.7520984 32.0499282, 34.7520644 32.0499997, 34.7520836 32.0501001, 34.751946 32.0501227))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
491,TZ491,high,high,1_to_3,אבוטבול,מלצר,3,"['POLYGON ((34.7523684 32.0324673, 34.7517756 32.0325463, 34.7517926 32.0326381, 34.7523854 32.0325591, 34.7523684 32.0324673))', 'POLYGON ((34.7520193 32.0390533, 34.7521331 32.0390285, 34.7521482 32.0390782, 34.7520343 32.0391029, 34.7520193 32.0390533))', 'POLYGON ((34.7521679 32.0335509, 34.7522057 32.0337212, 34.7520349 32.0337484, 34.7519971 32.0335782, 34.7521679 32.0335509))']","[['POLYGON ((34.7523684 32.0324673, 34.7517756 32.0325463, 34.7517926 32.0326381, 34.7523854 32.0325591, 34.7523684 32.0324673))', 'unknown'], ['POLYGON ((34.7520193 32.0390533, 34.7521331 32.0390285, 34.7521482 32.0390782, 34.7520343 32.0391029, 34.7520193 32.0390533))', 'unknown'], ['POLYGON ((34.7521679 32.0335509, 34.7522057 32.0337212, 34.7520349 32.0337484, 34.7519971 32.0335782, 34.7521679 32.0335509))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
492,TZ492,medium,high,10+,כהן,חינוך,1,"['POLYGON ((34.7519798 32.0402289, 34.7520115 32.0403075, 34.7522231 32.0402461, 34.7521914 32.0401676, 34.7519798 32.0402289))']","[['POLYGON ((34.7519798 32.0402289, 34.7520115 32.0403075, 34.7522231 32.0402461, 34.7521914 32.0401676, 34.7519798 32.0402289))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
493,TZ493,low,medium,1_to_3,אבוטבול,חינוך,3,"['POLYGON ((34.7519449 32.0550158, 34.7520103 32.0550147, 34.7522603 32.0549101, 34.7523069 32.0549528, 34.7523441 32.05496, 34.752383 32.054937, 34.7523867 32.0549028, 34.7522423 32.0547179, 34.7519081 32.0548884, 34.7518401 32.0548067, 34.7517807 32.0548524, 34.7519449 32.0550158))', 'POLYGON ((34.7517996 32.035281, 34.7524306 32.0353237, 34.752419 32.0354472, 34.751788 32.0354046, 34.7517996 32.035281))', 'POLYGON ((34.7520521 32.0454424, 34.7520912 32.0455656, 34.7521882 32.0455435, 34.7521491 32.0454203, 34.7520521 32.0454424))']","[['POLYGON ((34.7519449 32.0550158, 34.7520103 32.0550147, 34.7522603 32.0549101, 34.7523069 32.0549528, 34.7523441 32.05496, 34.752383 32.054937, 34.7523867 32.0549028, 34.7522423 32.0547179, 34.7519081 32.0548884, 34.7518401 32.0548067, 34.7517807 32.0548524, 34.7519449 32.0550158))', 'unknown'], ['POLYGON ((34.7517996 32.035281, 34.7524306 32.0353237, 34.752419 32.0354472, 34.751788 32.0354046, 34.7517996 32.035281))', 'unknown'], ['POLYGON ((34.7520521 32.0454424, 34.7520912 32.0455656, 34.7521882 32.0455435, 34.7521491 32.0454203, 34.7520521 32.0454424))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
494,TZ494,high,high,3_to_6,אבוטבול,הייטק,1,"['POLYGON ((34.7522071 32.0490904, 34.7521887 32.0489843, 34.7520377 32.0490031, 34.7520561 32.0491092, 34.7522071 32.0490904))']","[['POLYGON ((34.7522071 32.0490904, 34.7521887 32.0489843, 34.7520377 32.0490031, 34.7520561 32.0491092, 34.7522071 32.0490904))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
495,TZ495,high,high,1_to_3,כהן,רופא,3,"['POLYGON ((34.7519183 32.053868, 34.7523151 32.0537406, 34.7522989 32.0535478, 34.7521323 32.0535742, 34.7521499 32.0536545, 34.7518844 32.0537452, 34.7519183 32.053868))', 'POLYGON ((34.7520765 32.0465216, 34.752079 32.046604, 34.7521815 32.0466017, 34.752179 32.0465194, 34.7520765 32.0465216))', 'POLYGON ((34.7524569 32.0384803, 34.7517933 32.0386195, 34.7518195 32.0387093, 34.7524832 32.0385701, 34.7524569 32.0384803))']","[['POLYGON ((34.7519183 32.053868, 34.7523151 32.0537406, 34.7522989 32.0535478, 34.7521323 32.0535742, 34.7521499 32.0536545, 34.7518844 32.0537452, 34.7519183 32.053868))', 'unknown'], ['POLYGON ((34.7520765 32.0465216, 34.752079 32.046604, 34.7521815 32.0466017, 34.752179 32.0465194, 34.7520765 32.0465216))', 'unknown'], ['POLYGON ((34.7524569 32.0384803, 34.7517933 32.0386195, 34.7518195 32.0387093, 34.7524832 32.0385701, 34.7524569 32.0384803))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
496,TZ496,medium,low,3_to_6,סולומון,חינוך,1,"['POLYGON ((34.752029 32.0392708, 34.7520799 32.0392602, 34.7520524 32.0391648, 34.7521485 32.039145, 34.7521699 32.0392191, 34.7522379 32.0392051, 34.7522682 32.0393107, 34.752182 32.0393285, 34.7521733 32.0392982, 34.7520445 32.0393249, 34.752029 32.0392708))']","[['POLYGON ((34.752029 32.0392708, 34.7520799 32.0392602, 34.7520524 32.0391648, 34.7521485 32.039145, 34.7521699 32.0392191, 34.7522379 32.0392051, 34.7522682 32.0393107, 34.752182 32.0393285, 34.7521733 32.0392982, 34.7520445 32.0393249, 34.752029 32.0392708))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
497,TZ497,low,medium,3_to_6,מימון,מלצר,1,"['POLYGON ((34.7521836 32.041682, 34.7520718 32.0417041, 34.7521067 32.0418309, 34.7522185 32.0418088, 34.7521836 32.041682))']","[['POLYGON ((34.7521836 32.041682, 34.7520718 32.0417041, 34.7521067 32.0418309, 34.7522185 32.0418088, 34.7521836 32.041682))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
498,TZ498,low,low,10+,לוי,עובד ציבור,2,"['POLYGON ((34.7522288 32.046964, 34.7520529 32.0469915, 34.7520782 32.0471079, 34.7522541 32.0470804, 34.7522288 32.046964))', 'POLYGON ((34.7521043 32.0421527, 34.7521367 32.0422266, 34.7522179 32.0422011, 34.7521855 32.0421271, 34.7521043 32.0421527))']","[['POLYGON ((34.7522288 32.046964, 34.7520529 32.0469915, 34.7520782 32.0471079, 34.7522541 32.0470804, 34.7522288 32.046964))', 'unknown'], ['POLYGON ((34.7521043 32.0421527, 34.7521367 32.0422266, 34.7522179 32.0422011, 34.7521855 32.0421271, 34.7521043 32.0421527))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
499,TZ499,medium,low,3_to_6,לוי,רופא,2,"['POLYGON ((34.7522583 32.0451522, 34.7522265 32.0450627, 34.7520737 32.0451018, 34.7521055 32.0451913, 34.7522583 32.0451522))', 'POLYGON ((34.7521024 32.0456757, 34.7522531 32.0456642, 34.7522431 32.0455707, 34.7520924 32.0455822, 34.7521024 32.0456757))']","[['POLYGON ((34.7522583 32.0451522, 34.7522265 32.0450627, 34.7520737 32.0451018, 34.7521055 32.0451913, 34.7522583 32.0451522))', 'unknown'], ['POLYGON ((34.7521024 32.0456757, 34.7522531 32.0456642, 34.7522431 32.0455707, 34.7520924 32.0455822, 34.7521024 32.0456757))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
500,TZ500,low,low,1_to_3,אבוטבול,נגר,1,"['POLYGON ((34.7521407 32.0533478, 34.7522211 32.0533429, 34.7522173 32.0533015, 34.7521292 32.0532788, 34.7521407 32.0533478))']","[['POLYGON ((34.7521407 32.0533478, 34.7522211 32.0533429, 34.7522173 32.0533015, 34.7521292 32.0532788, 34.7521407 32.0533478))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
501,TZ501,high,high,1_to_3,לוי,נגר,3,"['POLYGON ((34.7521128 32.0437155, 34.7520921 32.0438696, 34.7522377 32.0438837, 34.7522585 32.0437297, 34.7521128 32.0437155))', 'POLYGON ((34.7518818 32.0473853, 34.7520018 32.0473823, 34.7520044 32.047458, 34.7521237 32.0474551, 34.7521276 32.0475686, 34.7522156 32.0475665, 34.7522127 32.0474813, 34.7524404 32.0474757, 34.7524344 32.0472992, 34.7520337 32.047309, 34.7520328 32.0472833, 34.7518784 32.0472871, 34.7518818 32.0473853))', 'POLYGON ((34.7520912 32.0405625, 34.7523381 32.040498, 34.7522866 32.0403565, 34.7520397 32.040421, 34.7520912 32.0405625))']","[['POLYGON ((34.7521128 32.0437155, 34.7520921 32.0438696, 34.7522377 32.0438837, 34.7522585 32.0437297, 34.7521128 32.0437155))', 'unknown'], ['POLYGON ((34.7518818 32.0473853, 34.7520018 32.0473823, 34.7520044 32.047458, 34.7521237 32.0474551, 34.7521276 32.0475686, 34.7522156 32.0475665, 34.7522127 32.0474813, 34.7524404 32.0474757, 34.7524344 32.0472992, 34.7520337 32.047309, 34.7520328 32.0472833, 34.7518784 32.0472871, 34.7518818 32.0473853))', 'unknown'], ['POLYGON ((34.7520912 32.0405625, 34.7523381 32.040498, 34.7522866 32.0403565, 34.7520397 32.040421, 34.7520912 32.0405625))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 3}"
502,TZ502,high,high,0_to_1,סולומון,נגר,1,"['POLYGON ((34.7521331 32.0435116, 34.7521296 32.0436281, 34.7522635 32.043631, 34.752267 32.0435145, 34.7521331 32.0435116))']","[['POLYGON ((34.7521331 32.0435116, 34.7521296 32.0436281, 34.7522635 32.043631, 34.752267 32.0435145, 34.7521331 32.0435116))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
503,TZ503,low,medium,3_to_6,לוי,נגר,2,"['POLYGON ((34.7521477 32.042442, 34.7523293 32.0423806, 34.7522636 32.0422407, 34.7520819 32.0423021, 34.7521477 32.042442))', 'POLYGON ((34.7521478 32.0431881, 34.7521185 32.0428953, 34.7522116 32.0428886, 34.7522206 32.0429788, 34.7522958 32.0429734, 34.7522983 32.042998, 34.752326 32.042996, 34.7523468 32.0432028, 34.752268 32.0432085, 34.7522617 32.043146, 34.7522414 32.0431474, 34.7522448 32.0431811, 34.7521478 32.0431881))']","[['POLYGON ((34.7521477 32.042442, 34.7523293 32.0423806, 34.7522636 32.0422407, 34.7520819 32.0423021, 34.7521477 32.042442))', 'unknown'], ['POLYGON ((34.7521478 32.0431881, 34.7521185 32.0428953, 34.7522116 32.0428886, 34.7522206 32.0429788, 34.7522958 32.0429734, 34.7522983 32.042998, 34.752326 32.042996, 34.7523468 32.0432028, 34.752268 32.0432085, 34.7522617 32.043146, 34.7522414 32.0431474, 34.7522448 32.0431811, 34.7521478 32.0431881))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
504,TZ504,low,high,1_to_3,מימון,רופא,1,"['POLYGON ((34.7526951 32.0553858, 34.7526361 32.0554133, 34.7522606 32.055386, 34.7517886 32.055245, 34.7517296 32.0552087, 34.7517403 32.0551268, 34.7518154 32.0551177, 34.7518207 32.0550495, 34.7518851 32.0550586, 34.7518798 32.0550177, 34.7520353 32.0551087, 34.75203 32.0551768, 34.7523411 32.0551678, 34.7523304 32.0550996, 34.7524483 32.0550493, 34.7524698 32.0552221, 34.7526951 32.0552539, 34.7526951 32.0553858))']","[['POLYGON ((34.7526951 32.0553858, 34.7526361 32.0554133, 34.7522606 32.055386, 34.7517886 32.055245, 34.7517296 32.0552087, 34.7517403 32.0551268, 34.7518154 32.0551177, 34.7518207 32.0550495, 34.7518851 32.0550586, 34.7518798 32.0550177, 34.7520353 32.0551087, 34.75203 32.0551768, 34.7523411 32.0551678, 34.7523304 32.0550996, 34.7524483 32.0550493, 34.7524698 32.0552221, 34.7526951 32.0552539, 34.7526951 32.0553858))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 1}"
505,TZ505,high,low,1_to_3,כהן,חינוך,2,"['POLYGON ((34.7523065 32.0452977, 34.7522667 32.0451877, 34.7521515 32.0452176, 34.7521913 32.0453277, 34.7523065 32.0452977))', 'POLYGON ((34.7520203 32.0519757, 34.752034 32.0521128, 34.7521675 32.0521032, 34.7521717 32.0521462, 34.7524346 32.0521274, 34.7524198 32.0519781, 34.7521672 32.0519962, 34.7521641 32.0519654, 34.7520203 32.0519757))']","[['POLYGON ((34.7523065 32.0452977, 34.7522667 32.0451877, 34.7521515 32.0452176, 34.7521913 32.0453277, 34.7523065 32.0452977))', 'unknown'], ['POLYGON ((34.7520203 32.0519757, 34.752034 32.0521128, 34.7521675 32.0521032, 34.7521717 32.0521462, 34.7524346 32.0521274, 34.7524198 32.0519781, 34.7521672 32.0519962, 34.7521641 32.0519654, 34.7520203 32.0519757))', 'unknown']]","{'high': 0, 'medium': 0, 'low': 0, 'unknown': 2}"
